missing_reference,count
"Sakik and Others v. Turkey,  judgment of 26 November 1997, Reports of Judgments and Decisions 1997-VII, §§ 36-39, 44 and §§ 58-61",1
Application number: 19846/02,1
"Lingens v. Austria,  judgment of 8 July 1986, Series A no 103, pp. 24-25, §§ 34-37",1
"Jersild v. Denmark,  judgment of 23 September 1994, Series A no 298, pp. 25-26, § 35",1
"Higgins and Others v. France,  judgment of 19 February 1998, Reports of Judgments and Decisions 1998-I, p. 60, § 42",1
"X v. France,  judgment of 31 March 1992, Series A no 234-C, p. 90, § 31",1
Application number: 38785/99,1
"Nideröst-Huber v. Switzerland,  judgment of 18 February 1997, Reports 1997-I, p. 110, § 40",1
"Aksoy v. Turkey,  judgment of 18 December 1996, Reports 1996-VI, pp. 2281 and 2284, §§ 70 and 84, and p. 2282, § 78",1
"John Murray v. the United Kingdom,  judgment of 8 February 1996, Reports 1996-I, § 47 and § 63",1
"Ireland v. the United Kingdom,  judgment of 18 January 1978, Series A no 25, p. 65, § 162",1
"Incal v. Turkey,  judgment of 9 June 1998, Reports 1998-IV, p. 1568, § 58",1
"Ferrantelli and Santangelo v. Italy,  judgment of 7 August 1996, Reports 1996-III, § 51",1
"Doorson v. the Netherlands,  judgment of 26 March 1996, Reports 1996-II, § 66",1
"Artico v. Italy,  judgment of 13 May 1980, Series A no 37, p. 17-18, § 35",1
"Capuano v. Italy, judgment of 25 June 1987, Series A no 119-A, p. 15, § 37",1
"Moreira de Azevedo v. Portugal, judgment of 23 October 1990, Series A no 189, p. 19, § 73",1
"Murray v. the United Kingdom, judgment of 28 October 1994, Series A no. 300-A, § 55",1
"Aksoy v. Turkey judgment of 18 December 1996, Reports 1996-VI, pp. 2275-76, §§ 51-52",1
"Van Oosterwijck v. Belgium judgment of 6 November 1980, A Series No. 40, pp. 16-17, §§ 33-34",1
"Guzzardi v. Italy judgment of 6 November 1980, Series A no. 39, p. 26?27, § 72",1
"Kruslin v. France, judgment of 24 April 1990, Series A no. 176-A, pp. 22-23, § 30, and § 33",1
"Kopp v. Switzerland, judgment of 25 March 1998, Reports of Judgments and Decisions 1998-II, p. 540, § 55,",1
"Huvig v. France, judgment of 24 April 1990, Series A no. 176-B, pp. 54-55, § 29 and § 32",1
"Halford v. the United Kingdom, judgment of 25 June 1997, Reports 1997-III, p. 1017, § 49",1
"Akdivar and Others v. Turkey judgment of 16 September 1996, Reports 1996-IV, p. 1210, §§ 65-67",1
"Lukanov v. Bulgaria, judgment of 20 March 1997, Reports of Judgments and Decisions 1997-II, §§ 42-46",1
Application number: 97492/82,1
Application number: 47/97,1
"Saunders v. the United Kingdom, judgment of 17 December 1996, Reports of Judgments and Decisions 1996-VI",1
"Buckley v. the United Kingdom, judgment of 25 September 1996, Reports 1996-IV, p. 1288, §§ 56-59",1
"Winterwerp v. The Netherlands, judgment of 24 October 1979, Series A no.33, p. 24, § 60",1
"Van Droogenbroeck v. Belgium (Article 50), judgment of 25 April 1983, Series A no. 63, p. 7, § 13",1
"Akkus v. Turkey, judgment of 9 July 1997, Reports of Judgments and Decisions 1997-IV, pp.1305-1306, §§ 13-16, 1310, § 30-31, and p. 1311, §§ 35-36 and 39",1
"Aka v. Turkey judgment of 23 September 1998, Reports of Judgments and Decisions 1998-VI, pp. 2674-76, §§ 17-25, pp. 2678-79, §§ 34-37, et p. 2682, §§ 50-51",1
Application number: 27514/95,1
"Hertel v. Switzerland, judgment of 25 August 1998, Reports of Judgments and Decisions 1998 VI, § 35, § 63",1
"Observer and Guardian v. the United Kingdom, judgment of 26 November 1991, Series A no. 216, § 66",1
"Vereniging Weekblad Bluf ! v. the Netherlands, judgment of 9 February 1995, Series A no. 306-A, § 41",1
"Weber v. Switzerland, judgment of 22 May 1990, Series A no. 177, § 51",1
"Unterpertinger v. Austria, judgment of 24 November 1986, Series A no. 110, § 33",1
"Vidal v. Belgium, judgment of 22 April 1992, Series A no. 235-B, §§ 33-34  Vidal v. Belgium (article 50), judgment of 28 October 1992, Series A no. 235-E, § 9",1
"Delcourt v. Belgium, judgment of 17 January 1970, Series A no. 11, pp. 14-15, § 25",1
"F.C.B. v. Italy, judgment of 28 August 1991, Series A no. 208-B, p. 21, § 33, p. 22, § 38",1
"Remli v. France, judgment of 23 April 1996, Reports of Judgments and Decisions 1996-II, p. 574, §§ 47-48",1
"Assenov and Others, judgment of 28 October 1998, p. 3290, § 102, Reports 1998-VIII",1
Application number: 28626/98,1
"Brogan and Others v. the United Kingdom, judgment of 29 November 1988, Series A no. 145-B, § 53",1
"Engel v. the Netherlands, judgment of 8 June 1976, Series A no. 22, § 58",1
"Fox, Campbell and Hartley v. the United Kingdom, judgment of 30 August 1990, Series A no. 182, § 32",1
Application number: 60916/00,1
"Prager and Oberschlick v. Austria,  judgment of 26 April 1995, Series A no 313, pp. 17-18, § 34",1
"Ruiz Torija and Hiro Balani v. Spain, s judgment of 9 December 1994, Series A nos 303-A and 303-B, p. 12, § 29, and pp. 29-30, § 27",1
"Guerra and Others v. Italy, judgment of 19 February 1998, Reports 1998-I, p. 223, §§ 44 and 45",1
"De Jong, Baljet and Van den Brink v. the Netherlands, judgment of 22 May 1984, Series A no. 77, §§ 42-44",1
"Campbell and Fell v. the United Kingdom, judgment of 28 June 1984, Series A no. 80, § 99",1
"Benham v. the United Kingdom, judgment of 10 June 1996, Reports 1996-III, § 64",1
"Kruslin v. France, judgment of 24 April 1990, Series A no. 176-A, § 35",1
"Huvig v. France, judgment of 24 April 1990, Series A no. 176-B, § 34",1
"Pélissier and Sassi v. France, judgment of 25 March 1999, Reports 1999-II, § 74",1
Application number: 17128/90,1
"Kroon and Others v. the Netherlands, judgment of 27 October 1994, Series A no. 297-C, p. 55, § 30",1
"Aydin v. Turkey, judgment of 25 September 1997, Reports 1997-VI, pp. 1891-1892, §§ 83-84, 86, 103",1
"Assenov v. Bulgaria, judgment of 28 October 1998, Reports 1998-VIII, §§ 107, 154",1
"Aksoy v. Turkey, judgment of 18 December 1996, Reports 1996 VI, p. 2279, §§ 64, 95, 97, 98",1
"A. v. France, judgment of 23 November 1993, Series A no. 277-B, pp. 47-48, § 30",1
"Allan Jacobsson v. Sweden (no. 2), judgment of 19 February 1998, Reports of Judgments and Decisions 1998-1, p. 168, § 46",1
Application number: 88/95,1
"Engel and Others v. the Netherlands, judgment of 8 June 1976, Series A no. 22, § 63",1
"Findlay v. the United Kingdom, judgment of 25 February 1997, Reports of Judgments and Decisions 1997-I, §§ 32-51, §§ 52-57, § 69, § 79, §§ 85 and 88",1
"Håkansson and Sturesson v. Sweden, judgment of 21 February 1990, Series A no. 171, § 66",1
"Huber v. Switzerland, judgment of 23 October 1990, Series A no. 188, §§ 45-46",1
"Pakelli v. Germany, judgment of 25 April 1983, Series A no. 64, § 31",1
"Pfeifer and Plankl v. Austria, judgment of 25 February 1992, Series A no. 227, § 37, § 38",1
"Tejedor Garcia v. Spain, judgment of 16 December 1997, Reports 1997-VIII, § 31",1
"Leander v. Sweden, judgment of 26 March 1987, Series A no. 116, p. 29, § 74",1
"Observer and Guardian v. the United Kingdom, judgment of 26 November 1991, Series A no. 216, p. 30, § 59 (b)",1
"Lobo Machado v. Portugal, judgment of 20 February 1996, Reports 1996-I, p. 215, § 49",1
"Reinhardt and Slimane-Kaïd v. France, judgment of 31 March 1998, Reports 1998-II, 106",1
"Saunders v. the United Kingdom, judgment of 17 December 1996, Reports of Judgments and Decisions 1996-VI, p. 2069, §§ 87-89",1
"Stanford v. the United Kingdom, judgment of 23 February 1994, Series A no. 282-A, pp. 10-11, § 26, § 30",1
"T. v. the United Kingdom [GC], no. 24724//94, §§ 52-59, § 72, § 84, § 85, ECHR 1999-IX",1
Application number: 16695/90,1
Application number: 28160/95,1
Application number: 28382/95,1
"Schiesser v. Switzerland, 4 December 1979, Series A no. 34, p. 17, § 41",1
"Keegan v. Ireland, judgment of 26 May 1994, Series A no. 290, p. 17, § 44",1
"Dombo Beheer B.V. v. the Netherlands,  judgment of 27 October 1993, Series A no 274, p. 19, § 33",1
"Handyside v. the United Kingdom,  judgment of 7 December 1976, Series A no 24, p. 23, § 49",1
"Observer and Guardian v. the United Kingdom,  judgment of 26 November 1991, Series A no 216, p. 30, § 59",1
"Oberschlick v. Austria (no 2),  judgment of 1er July 1997, Reports 1997-IV, p. 1275, § 29",1
"Oberschlick v. Austria (no 1),  judgment of 23 May 1991, Series A no 204, p. 25, § 57-59",1
"markt intern Verlag GmbH and Klaus Beermann v. Germany,  judgment of 20 November 1989, Series A no 165, p. 20, § 35",1
"Lingens v. Austria,  judgment of 8 July 1986, Series A no 103, p. 26, § 41",1
"Jersild v. Denmark,  judgment of 23 September 1994, Series A no 298, pp. 23-24, § 31, p. 26, § 37",1
"Goodwin v. the United Kingdom,  judgment of 27 March 1996, Reports 1996-II, p. 500, § 39",1
"Luordo v. Italy, ECHR 2003-IX, § 94",1
"De Haes and Gijsels v. Belgium,  judgment of 24 February 1997, Reports of Judgments and Decisions 1997-I, pp. 233-234, § 37, and p. 235, § 42",1
"Greek Refineries Stran and Stratis Andreadis v. Greece,  judgment of 9 December 1994, Series A no 301-B, p. 81, § 46, p. 82, § 49, and p. 84, § 59",1
"Papageorgiou v. Greece,  judgment of 22 October 1997, Reports of Judgments and Decisions 1997-VI, p. 2288, § 37",1
"National & Provincial Building Society, Leeds Permanent Building Society and Yorkshire Building Society (Building Societies) v. the United Kingdom,  judgment of 23 October 1997, §§ 80, 107, 109 and 112, Reports of Judgments and Decisions 1997-VII",1
"James and Others v. the United Kingdom,  judgment of 21 February 1986, Series A n° 98-B, pp. 29-30, § 37",1
"Duclos v. France,  judgment of 17 December 1996, Reports 1996-VI, § 54",1
"Sunday Times v. the United Kingdom (no 1),  judgment of 26 April 1979, Series A no 30, p. 38, § 62",1
"Thorgeir Thorgeirson v. Iceland,  judgment of 25 June 1992, Series A no 239, p. 27, § 63",1
"Vereinigung demokratischer Soldaten Österreichs and Gubi v. Austria,  judgment of 19 December 1994, Series A no 302, p. 17, § 37",1
"Worm v. Austria,  judgment of 29 August 1997, Reports 1997-V, p. 1551, § 47",1
"Bulut v. Austria, 22 February 1996, Reports 1996-II, p. 358, § 41",1
"Colozza v Italy, judgment of 12 February 1985, Series A no. 89, p. 14, § 27 and § 28",1
"Ekbatani v. Sweden, 26 May 1988, Series A no. 134, p. 14, § 31",1
"Kamasinski v. Austria, 19 December 1989, Series A no. 168, pp. 44-45, § 106",1
"Monnell and Morris v. the United Kingdom, 2 March 1987, Series A no. 115, p. 22, § 58",1
"Pullar v. the United Kingdom, judgment of 10 June 1996, Reports of Judgments and Decisions 1996-III, § 45",1
"Sutter v. Switzerland, 22 February 1984, Series A no. 74, p. 13, § 30",1
"Buckley v. the United Kingdom, judgment of 26 September 1996, Reports of Judgments and Decisions 1996-IV, pp. 1292-95, §§ 75, 76, 80 and 84, in fine",1
"Gillow v. the United Kingdom, judgment of 24 November 1986, Series A, no. 104, § 55",1
"Mellacher and Others v. Austria, judgment of 19 December 1989, Series A no. 169, p. 27, § 45",1
"Selçuk and Asker v. Turkey, judgment of 24 April 1998, Reports of Judgments and Decisions 1998-II, p. 909, §§ 75-76, p. 910, §§ 77-78, p. 912, § 92",1
Application number: 121/97,1
"Di Pede v. Italy, judgment of 26 November 1996, Reports 1996-IV, p. 17, § 35",1
"Sanchez-Reisse v. Switzerland, judgment of 21 October 1986, Series A no. 107, p. 20, §§ 51, 63",1
"Nikolova v. Bulgaria, judgment of 25 March 1999, § 76, ECHR 1999-II",1
Application number: 23930/94,1
"McCann and Others v. the United Kingdom, judgment of 27 September 1995, Series A no. 324, pp. 45-46, §§ 146-147, p. 49 § 161",1
"Kurt v. Turkey, judgment of 25 May 1998, Reports 1998-III, pp. 1187-88, §§ 130-134",1
"Ergi v. Turkey, judgment of 28 July 1998, Reports 1998-IV, pp. 1778-79, §§ 83-84 and pp. 1783-84, §§ 104-105",1
"Selçuk and Asker v. Turkey, judgment of 24 April 1998, Reports 1998-II, p. 909, §§ 75-76, pp. 915-916, §§ 106, 108 and 110, pp. 916-917, § 112",1
"Scherer v. Switzerland, judgment of 25 March 1994, Series A no. 287",1
"Nölkenbockhoff v. Germany, judgment of 25 August 1987, Series A no. 123, p. 77, § 33",1
"Mentes and Others v. Turkey, judgment of 28 November 1997, Reports 1997-VIII, p. 2696, § 13, p. 2712, § 77",1
"Kurt v. Turkey, 25 May 1998, Reports 1998-III, p. 1196, § 179",1
"Assenov and Others, judgment of 28 October 1998, Reports of Judgments and Decisions 1998 VIII, pp. 2298 99, §§ 144 50, p. 3299, §§ 147 150",1
"Kaya v. Turkey, judgment of 19 February 1998, Reports 1998-I, p. 324, § 87, p. 329, § 105",1
"Ireland v. the United Kingdom, judgment of 18 January 1978, Series A no. 25, p. 65, §§ 161-162",1
"Ergi v. Turkey, judgment of 28 July 1998, Reports of Judgments and Decisions 1998-IV, p. 1776, § 79, pp. 1778-1779, §§ 83-85, pp. 1783-1784, §§ 104-105",1
"Demir and Others v. Turkey judgment of 23 September 1998, Reports 1998-VI, p. 2653, § 41, p. 2659, § 57",1
"Brogan and Others v. the United Kingdom, judgment of 29 November 1998, Series A no. 145-B, p. 33, § 61, § 62",1
"Barberà, Messegué and Jabardo v. Spain, judgment of 13 June 1994 (Article 50), Series A no. 285 C, pp. 57 58, §§ 16-20",1
"McCann and Others v. the United Kingdom, judgment of 27 September 1995, Series A no. 324, p. 49 § 161",1
"Yankov v. Bulgaria, no. 39084, § 173, 11 December 2003",1
"Hood v. the United Kingdom, judgment of 18 February 1999, §§ 84-87",1
"Akkus v. Turkey, judgment of 9 July 1997, Reports 1997 IV, p. 1317, § 31",1
"Osman v. the United Kingdom, judgment of 28 October 1998, Reports of Judgments and Decisions 1998 VIII, p. 3159, § 115 and § 116",1
"Kaya v. Turkey, judgment of 19 February 1998, Reports 1998 I, §§ 89, 105 and 107",1
"Güleç v. Turkey, judgment of 27 July 1998, Reports 1998 IV, pp. 1732-33, § 80",1
"Ergi v. Turkey, judgment of 28 July 1998, Reports 1998 IV, p. 1777, § 79",1
"Aydin v. Turkey, judgment of 25 September 1997, Reports 1997 VI, § 103",1
"Aksoy v. Turkey, judgment of 18 December 1996, Reports 1996 VI, p. 2286, § 93 and § 95",1
"Aka v. Turkey (judgment of 23 September 1998, Reports 1997-VI, pp. 2674-76, §§ 17-25, pp. 2678-79, §§ 34-37, p. 2682, §§ 50-51 and pp. 2683-84, §§ 55-56",1
Application number: 15226/89,1
"Soering v. the United Kingdom, judgment of 7 July 1989, Series A no. 161, p. 35, § 90",1
"Serves v. France, judgment of 20 October 1997, Reports 1997-VI, pp. 2172-2174, §§ 42, 46",1
"Saunders v. the United Kingdom, judgment of 17 December 1996, Reports 1996-VI, p. 2064, §§ 67-69",1
"Salabiaku v. France, judgment of 7 October 1988, Series A no. 141, pp. 15, 28",1
"John Murray v. the United Kingdom, judgment of 8 February 1996, Reports 1996-I, p. 49, §§ 45, 47",1
"Funke v. France, judgment of 25 February 1993, Series A no. 256-A, p. 22, § 44",1
"Assenov and Others v. Bulgaria, judgment of 28 October 1998, Reports 1998-VIII, p. 3299, § 149",1
"Aksoy v. Turkey, judgment of 18 December 1996, Reports 1996-VI, p. 2282, § 78, p. 2284, § 84",1
"Akdivar and Others v. Turkey, judgment of 1 April 1998 (Article 50), Reports 1998-II, p. 718, § 18",1
"Silver and Others v. the United Kingdom, judgment of 25 March 1983, Series A, no. 61",1
"Foti and Others v. Italy, judgment of 10 December 1982, Series A no. 56, § 52",1
"Deweer v. Belgium, judgment of 27 February 1980, Series A no. 35, p. 16, § 29, p. 22, § 42, p. 24, § 46",1
"Tekin v. Turkey, judgment of 9 June 1998, Reports of Judgments and Decisions 1998-IV, §§ 40 42",1
"Kaya v. Turkey, judgment of 19 February 1998, Reports 1998-I, §§ 93-95, § 107",1
"Aydin v. Turkey, judgment of 25 September 1997, Reports 1997-VI, §§ 99-108",1
"Soering v. the United Kingdom, judgment of 7 July 1989, Series A no. 161, § 87",1
"Mathieu-Mohin and Clerfayt v. Belgium, judgment of 2 March 1987, Series A no. 113, p. 23, § 52",1
"Akdivar and Others v. Turkey, judgment of 16 September 1996, Reports of Judgments and Decisions 1996-IV, p. 1199, § 15, p. 1216, § 91",1
"Stamoulakatos v. Greece (no. 2), judgment of 26 November 1997, Reports 1997 VII, p. 2647, § 26",1
"Philis v. Greece (no. 2), judgment of 27 June 1997, Reports 1997 IV, p. 1086, § 49",1
"Papageorgiou v. Greece, judgment of 22 October 1997, Reports 1997 VI, pp. 2290-2291, §§ 47-48",1
"Zana v. Turkey, judgment of 25 November 1997, Reports of Judgments and Decisions 1997-VII, pp. 2547-2548, § 51, p. 2549, § 58, §§ 61-62",1
"Incal v. Turkey, judgment of 9 June 1998, Reports 1998-IV, p. 1568, § 58, p. 1573, § 72",1
"Herczegfalvy v. Austria, judgment of 24 September 1992, Series A no. 244, pp. 27-28, §§ 88 91",1
"Philis v. Greece (no. 2), judgment of 27 June 1997, ECHR 1997-IV, p. 1083, § 35",1
"Wemhoff v. Germany, judgment of 27 June 1968, Series A no. 7, pp. 26-27, § 19",1
"Jersild v. Denmark, judgment of 29 September 1994, Series A no. 298, § 31",1
"Kokkinakis v. Greece, judgment of 25 May 1993, Series A no. 260-A, § 52",1
"Lehideux and Isorni v. France, judgment of 23 September 1998, Reports 1998-VII, § 57",1
"Salabiaku v. France, judgment of 7 October 1988, Series A no. 141-A, § 28, § 31",1
Application number: 31044/96,1
"Tolstoy Myloslavsky v. Grande-Bretagne, judgment of 13 July 1995, Series A no. 316-B, §§ 37s., § 41, § 45",1
"Çiraklar v. Turkey, judgment of 28 October 1998, Reports 1998-VII, § 45 and § 49",1
"Incal v. Turkey, judgment of 9 June 1998, Reports of Judgments and Decisions 1998-IV, p. 1573, § 72 in fine and § 74",1
